Story;Output Case;P;M2;M3
Story03;UDConS4;-30261,4147;9839,5017;-8160,0138
Story03;UDConS4;-32484,8332;3164,968;-10498,7947
Story03;UDConS5;-29791,1407;20570,6341;-1874,7662
Story03;UDConS5;-32014,5592;20774,8032;-1148,8737
Story03;UDConS5;-30032,0172;15148,1567;-5386,2098
Story03;UDConS5;-32255,4357;11819,216;-6180,2617
Story03;UDConS6;-30020,5382;15261,9792;-4648,5702
Story03;UDConS6;-32243,9568;12120,5553;-5467,4067
Story03;UDConS6;-30261,4147;9839,5017;-8160,0138
Story03;UDConS6;-32484,8332;3164,968;-10498,7947
Story03;UDConS7;-28226,8387;23028,9017;427,3816
Story03;UDConS7;-30450,2572;25832,7773;2212,8957
Story03;UDConS7;-28628,2995;13991,4392;-5425,0243
Story03;UDConS7;-30851,718;10906,7986;-6172,751
Story03;UDConS8;-28609,1679;14181,1434;-4195,6251
Story03;UDConS8;-30832,5864;11409,0307;-4984,6592
Story03;UDConS8;-29010,6287;5143,6809;-10048,031
Story03;UDConS8;-31234,0472;-3516,948;-13370,3059
Story03;UDConS9;-28226,8387;23028,9017;427,3816
Story03;UDConS9;-30450,2572;25832,7773;2212,8957
Story03;UDConS9;-28628,2995;13991,4392;-5425,0243
Story03;UDConS9;-30851,718;10906,7986;-6172,751
Story03;UDConS10;-28609,1679;14181,1434;-4195,6251
Story03;UDConS10;-30832,5864;11409,0307;-4984,6592
Story03;UDConS10;-29010,6287;5143,6809;-10048,031
Story03;UDConS10;-31234,0472;-3516,948;-13370,3059
Story03;UDConS11;-24942,5693;20418,4229;910,534
Story03;UDConS11;-27165,9878;23938,1784;2784,8635
Story03;UDConS11;-25344,0301;11380,9605;-4941,872
Story03;UDConS11;-27567,4486;9012,1997;-5600,7832
Story03;UDConS12;-25324,8985;11570,6647;-3712,4727
Story03;UDConS12;-27548,317;9514,4318;-4412,6914
Story03;UDConS12;-25726,3594;2533,2022;-9564,8787
Story03;UDConS12;-27949,7779;-5411,5469;-12798,3381
Story03;UDConS13;-24942,5693;20418,4229;910,534
Story03;UDConS13;-27165,9878;23938,1784;2784,8635
Story03;UDConS13;-25344,0301;11380,9605;-4941,872
Story03;UDConS13;-27567,4486;9012,1997;-5600,7832
Story03;UDConS14;-25324,8985;11570,6647;-3712,4727
Story03;UDConS14;-27548,317;9514,4318;-4412,6914
Story03;UDConS14;-25726,3594;2533,2022;-9564,8787
Story03;UDConS14;-27949,7779;-5411,5469;-12798,3381
Story03;UDConS15;-18374,3748;17443,2123;2032,3935
Story03;UDConS15;-20021,3515;21536,578;4082,9065
Story03;UDConS15;-18775,8356;8405,7498;-3820,0125
Story03;UDConS15;-20422,8123;6610,5993;-4302,7402
Story03;UDConS16;-18756,7041;8595,454;-2590,6132
Story03;UDConS16;-20403,6808;7112,8314;-3114,6484
Story03;UDConS16;-19158,1649;-442,0085;-8443,0192
Story03;UDConS16;-20805,1416;-7813,1473;-11500,2951
Story03;UDConS17;-18374,3748;17443,2123;2032,3935
Story03;UDConS17;-20021,3515;21536,578;4082,9065
Story03;UDConS17;-18775,8356;8405,7498;-3820,0125
Story03;UDConS17;-20422,8123;6610,5993;-4302,7402
Story03;UDConS18;-18756,7041;8595,454;-2590,6132
Story03;UDConS18;-20403,6808;7112,8314;-3114,6484
Story03;UDConS18;-19158,1649;-442,0085;-8443,0192
Story03;UDConS18;-20805,1416;-7813,1473;-11500,2951
Story03;UDSlbS1;-25334,4643;11475,8126;-4327,1724
Story03;UDSlbS1;-27557,8828;9263,3157;-5006,7373
Story03;UDSlbS2;-30026,2777;15205,0679;-5017,39
Story03;UDSlbS2;-32249,6962;11969,8856;-5823,8342
Story03;UDSlbS3;-29791,1407;20570,6341;-1874,7662
Story03;UDSlbS3;-32014,5592;20774,8032;-1148,8737
Story03;UDSlbS3;-30032,0172;15148,1567;-5386,2098
Story03;UDSlbS3;-32255,4357;11819,216;-6180,2617
Story03;UDSlbS4;-30020,5382;15261,9792;-4648,5702
Story03;UDSlbS4;-32243,9568;12120,5553;-5467,4067
Story03;UDSlbS4;-30261,4147;9839,5017;-8160,0138
Story03;UDSlbS4;-32484,8332;3164,968;-10498,7947
Story03;UDSlbS5;-29791,1407;20570,6341;-1874,7662
Story03;UDSlbS5;-32014,5592;20774,8032;-1148,8737
Story03;UDSlbS5;-30032,0172;15148,1567;-5386,2098
Story03;UDSlbS5;-32255,4357;11819,216;-6180,2617
Story03;UDSlbS6;-30020,5382;15261,9792;-4648,5702
Story03;UDSlbS6;-32243,9568;12120,5553;-5467,4067
Story03;UDSlbS6;-30261,4147;9839,5017;-8160,0138
Story03;UDSlbS6;-32484,8332;3164,968;-10498,7947
Story03;UDSlbS7;-28226,8387;23028,9017;427,3816
Story03;UDSlbS7;-30450,2572;25832,7773;2212,8957
Story03;UDSlbS7;-28628,2995;13991,4392;-5425,0243
Story03;UDSlbS7;-30851,718;10906,7986;-6172,751
Story03;UDSlbS8;-28609,1679;14181,1434;-4195,6251
Story03;UDSlbS8;-30832,5864;11409,0307;-4984,6592
Story03;UDSlbS8;-29010,6287;5143,6809;-10048,031
Story03;UDSlbS8;-31234,0472;-3516,948;-13370,3059
Story03;UDSlbS9;-28226,8387;23028,9017;427,3816
Story03;UDSlbS9;-30450,2572;25832,7773;2212,8957
Story03;UDSlbS9;-28628,2995;13991,4392;-5425,0243
Story03;UDSlbS9;-30851,718;10906,7986;-6172,751
Story03;UDSlbS10;-28609,1679;14181,1434;-4195,6251
Story03;UDSlbS10;-30832,5864;11409,0307;-4984,6592
Story03;UDSlbS10;-29010,6287;5143,6809;-10048,031
Story03;UDSlbS10;-31234,0472;-3516,948;-13370,3059
Story03;UDSlbS11;-24942,5693;20418,4229;910,534
Story03;UDSlbS11;-27165,9878;23938,1784;2784,8635
Story03;UDSlbS11;-25344,0301;11380,9605;-4941,872
Story03;UDSlbS11;-27567,4486;9012,1997;-5600,7832
Story03;UDSlbS12;-25324,8985;11570,6647;-3712,4727
Story03;UDSlbS12;-27548,317;9514,4318;-4412,6914
Story03;UDSlbS12;-25726,3594;2533,2022;-9564,8787
Story03;UDSlbS12;-27949,7779;-5411,5469;-12798,3381
Story03;UDSlbS13;-24942,5693;20418,4229;910,534
Story03;UDSlbS13;-27165,9878;23938,1784;2784,8635
Story03;UDSlbS13;-25344,0301;11380,9605;-4941,872
Story03;UDSlbS13;-27567,4486;9012,1997;-5600,7832
Story03;UDSlbS14;-25324,8985;11570,6647;-3712,4727
Story03;UDSlbS14;-27548,317;9514,4318;-4412,6914
Story03;UDSlbS14;-25726,3594;2533,2022;-9564,8787
Story03;UDSlbS14;-27949,7779;-5411,5469;-12798,3381
Story03;UDSlbS15;-18374,3748;17443,2123;2032,3935
Story03;UDSlbS15;-20021,3515;21536,578;4082,9065
Story03;UDSlbS15;-18775,8356;8405,7498;-3820,0125
Story03;UDSlbS15;-20422,8123;6610,5993;-4302,7402
Story03;UDSlbS16;-18756,7041;8595,454;-2590,6132
Story03;UDSlbS16;-20403,6808;7112,8314;-3114,6484
Story03;UDSlbS16;-19158,1649;-442,0085;-8443,0192
Story03;UDSlbS16;-20805,1416;-7813,1473;-11500,2951
Story03;UDSlbS17;-18374,3748;17443,2123;2032,3935
Story03;UDSlbS17;-20021,3515;21536,578;4082,9065
Story03;UDSlbS17;-18775,8356;8405,7498;-3820,0125
Story03;UDSlbS17;-20422,8123;6610,5993;-4302,7402
Story03;UDSlbS18;-18756,7041;8595,454;-2590,6132
Story03;UDSlbS18;-20403,6808;7112,8314;-3114,6484
Story03;UDSlbS18;-19158,1649;-442,0085;-8443,0192
Story03;UDSlbS18;-20805,1416;-7813,1473;-11500,2951
Story03;SLS_1;-19443,3692;15208,1932;148,4478
Story03;SLS_1;-21090,3459;17186,2711;1322,2868
Story03;SLS_1;-19711,0097;9183,2182;-3753,1561
Story03;SLS_1;-21357,9864;7235,6186;-4268,1443
Story03;SLS_2;-19698,2554;9309,6877;-2933,5566
Story03;SLS_2;-21345,232;7570,4401;-3476,0831
Story03;SLS_2;-19965,8959;3284,7127;-6835,1606
Story03;SLS_2;-21612,8726;-2380,2124;-9066,5142
Story03;SLS_3;-19443,3692;15208,1932;148,4478
Story03;SLS_3;-21090,3459;17186,2711;1322,2868
Story03;SLS_3;-19711,0097;9183,2182;-3753,1561
Story03;SLS_3;-21357,9864;7235,6186;-4268,1443
Story03;SLS_4;-19698,2554;9309,6877;-2933,5566
Story03;SLS_4;-21345,232;7570,4401;-3476,0831
Story03;SLS_4;-19965,8959;3284,7127;-6835,1606
Story03;SLS_4;-21612,8726;-2380,2124;-9066,5142
Story02;Dead;-18591,5274;7850,6261;-2159,1511
Story02;Dead;-20238,5041;6916,9272;-2716,7459
Story02;Live;-3522,3108;2832,0573;-203,2029
Story02;Live;-3522,3108;1888,2736;-312,963
Story02;SDL;-2935,259;2360,0477;-169,3357
Story02;SDL;-2935,259;1573,5613;-260,8025
Story02;CL;-211,3645;-27,6926;-255,3638
Story02;CL;-211,3645;158,1396;-218,5083
Story02;WL_0;-10,6949;-148,9363;5002,3004
Story02;WL_0;-10,6949;-235,1321;7018,8296
Story02;WL_0;311,9548;9369,1725;-242,9225
Story02;WL_0;311,9548;13076,6693;-212,0476
Story02;WL_90;-10,6949;-148,9363;5002,3004
Story02;WL_90;-10,6949;-235,1321;7018,8296
Story02;WL_90;311,9548;9369,1725;-242,9225
Story02;WL_90;311,9548;13076,6693;-212,0476
Story02;UDConS1;-29346,5036;13747,0246;-3488,1982
Story02;UDConS1;-31569,9222;11675,6479;-4314,6765
Story02;UDConS2;-34629,9698;17995,1106;-3793,0025
Story02;UDConS2;-36853,3883;14508,0582;-4784,121
Story02;UDConS3;-34349,2105;26427,3659;709,0678
Story02;UDConS3;-36572,629;26277,0606;1532,8256
Story02;UDConS3;-34639,5952;17861,0679;-4011,6327
Story02;UDConS3;-36863,0137;14296,4393;-4974,9639
Story02;UDConS4;-34620,3444;18129,1533;-3574,3722
Story02;UDConS4;-36843,7629;14719,6772;-4593,2781
Story02;UDConS4;-34910,7291;9562,8553;-8295,0728
Story02;UDConS4;-37134,1476;2739,0558;-11101,0676
Story02;UDConS5;-34349,2105;26427,3659;709,0678
Story02;UDConS5;-36572,629;26277,0606;1532,8256
Story02;UDConS5;-34639,5952;17861,0679;-4011,6327
Story02;UDConS5;-36863,0137;14296,4393;-4974,9639
Story02;UDConS6;-34620,3444;18129,1533;-3574,3722
Story02;UDConS6;-36843,7629;14719,6772;-4593,2781
Story02;UDConS6;-34910,7291;9562,8553;-8295,0728
Story02;UDConS6;-37134,1476;2739,0558;-11101,0676
Story02;UDConS7;-32576,9978;30774,4436;3801,8893
Story02;UDConS7;-34800,4163;33273,3391;5884,9567
Story02;UDConS7;-33060,9723;16497,2803;-4065,945
Story02;UDConS7;-35284,3908;13305,6369;-4961,3591
Story02;UDConS8;-33028,8876;16944,0893;-3337,1775
Story02;UDConS8;-35252,3061;14011,0333;-4325,2162
Story02;UDConS8;-33512,8621;2666,926;-11205,0117
Story02;UDConS8;-35736,2806;-5956,6688;-15171,532
Story02;UDConS9;-32576,9978;30774,4436;3801,8893
Story02;UDConS9;-34800,4163;33273,3391;5884,9567
Story02;UDConS9;-33060,9723;16497,2803;-4065,945
Story02;UDConS9;-35284,3908;13305,6369;-4961,3591
Story02;UDConS10;-33028,8876;16944,0893;-3337,1775
Story02;UDConS10;-35252,3061;14011,0333;-4325,2162
Story02;UDConS10;-33512,8621;2666,926;-11205,0117
Story02;UDConS10;-35736,2806;-5956,6688;-15171,532
Story02;UDConS11;-28878,5715;27800,7835;4015,2523
Story02;UDConS11;-31101,99;31290,6519;6213,5679
Story02;UDConS11;-29362,546;13523,6202;-3852,582
Story02;UDConS11;-31585,9645;11322,9497;-4632,7479
Story02;UDConS12;-29330,4613;13970,4291;-3123,8145
Story02;UDConS12;-31553,8798;12028,3461;-3996,605
Story02;UDConS12;-29814,4358;-306,7342;-10991,6487
Story02;UDConS12;-32037,8543;-7939,3561;-14842,9208
Story02;UDConS13;-28878,5715;27800,7835;4015,2523
Story02;UDConS13;-31101,99;31290,6519;6213,5679
Story02;UDConS13;-29362,546;13523,6202;-3852,582
Story02;UDConS13;-31585,9645;11322,9497;-4632,7479
Story02;UDConS14;-29330,4613;13970,4291;-3123,8145
Story02;UDConS14;-31553,8798;12028,3461;-3996,605
Story02;UDConS14;-29814,4358;-306,7342;-10991,6487
Story02;UDConS14;-32037,8543;-7939,3561;-14842,9208
Story02;UDConS15;-21270,2187;24236,74;4919,6
Story02;UDConS15;-22917,1954;28263,632;7332,1877
Story02;UDConS15;-21754,1932;9959,5767;-2948,2343
Story02;UDConS15;-23401,1699;8295,9298;-3514,1281
Story02;UDConS16;-21722,1085;10406,3857;-2219,4668
Story02;UDConS16;-23369,0852;9001,3263;-2877,9852
Story02;UDConS16;-22206,083;-3870,7776;-10087,3011
Story02;UDConS16;-23853,0597;-10966,3759;-13724,301
Story02;UDConS17;-21270,2187;24236,74;4919,6
Story02;UDConS17;-22917,1954;28263,632;7332,1877
Story02;UDConS17;-21754,1932;9959,5767;-2948,2343
Story02;UDConS17;-23401,1699;8295,9298;-3514,1281
Story02;UDConS18;-21722,1085;10406,3857;-2219,4668
Story02;UDConS18;-23369,0852;9001,3263;-2877,9852
Story02;UDConS18;-22206,083;-3870,7776;-10087,3011
Story02;UDConS18;-23853,0597;-10966,3759;-13724,301
Story02;UDSlbS1;-29346,5036;13747,0246;-3488,1982
Story02;UDSlbS1;-31569,9222;11675,6479;-4314,6765
Story02;UDSlbS2;-34629,9698;17995,1106;-3793,0025
Story02;UDSlbS2;-36853,3883;14508,0582;-4784,121
Story02;UDSlbS3;-34349,2105;26427,3659;709,0678
Story02;UDSlbS3;-36572,629;26277,0606;1532,8256
Story02;UDSlbS3;-34639,5952;17861,0679;-4011,6327
Story02;UDSlbS3;-36863,0137;14296,4393;-4974,9639
Story02;UDSlbS4;-34620,3444;18129,1533;-3574,3722
Story02;UDSlbS4;-36843,7629;14719,6772;-4593,2781
Story02;UDSlbS4;-34910,7291;9562,8553;-8295,0728
Story02;UDSlbS4;-37134,1476;2739,0558;-11101,0676
Story02;UDSlbS5;-34349,2105;26427,3659;709,0678
Story02;UDSlbS5;-36572,629;26277,0606;1532,8256
Story02;UDSlbS5;-34639,5952;17861,0679;-4011,6327
Story02;UDSlbS5;-36863,0137;14296,4393;-4974,9639
Story02;UDSlbS6;-34620,3444;18129,1533;-3574,3722
Story02;UDSlbS6;-36843,7629;14719,6772;-4593,2781
Story02;UDSlbS6;-34910,7291;9562,8553;-8295,0728
Story02;UDSlbS6;-37134,1476;2739,0558;-11101,0676
Story02;UDSlbS7;-32576,9978;30774,4436;3801,8893
Story02;UDSlbS7;-34800,4163;33273,3391;5884,9567
Story02;UDSlbS7;-33060,9723;16497,2803;-4065,945
Story02;UDSlbS7;-35284,3908;13305,6369;-4961,3591
Story02;UDSlbS8;-33028,8876;16944,0893;-3337,1775
Story02;UDSlbS8;-35252,3061;14011,0333;-4325,2162
Story02;UDSlbS8;-33512,8621;2666,926;-11205,0117
Story02;UDSlbS8;-35736,2806;-5956,6688;-15171,532
Story02;UDSlbS9;-32576,9978;30774,4436;3801,8893
Story02;UDSlbS9;-34800,4163;33273,3391;5884,9567
Story02;UDSlbS9;-33060,9723;16497,2803;-4065,945
Story02;UDSlbS9;-35284,3908;13305,6369;-4961,3591
Story02;UDSlbS10;-33028,8876;16944,0893;-3337,1775
Story02;UDSlbS10;-35252,3061;14011,0333;-4325,2162
Story02;UDSlbS10;-33512,8621;2666,926;-11205,0117
Story02;UDSlbS10;-35736,2806;-5956,6688;-15171,532
Story02;UDSlbS11;-28878,5715;27800,7835;4015,2523
Story02;UDSlbS11;-31101,99;31290,6519;6213,5679
Story02;UDSlbS11;-29362,546;13523,6202;-3852,582
Story02;UDSlbS11;-31585,9645;11322,9497;-4632,7479
Story02;UDSlbS12;-29330,4613;13970,4291;-3123,8145
Story02;UDSlbS12;-31553,8798;12028,3461;-3996,605
Story02;UDSlbS12;-29814,4358;-306,7342;-10991,6487
Story02;UDSlbS12;-32037,8543;-7939,3561;-14842,9208
Story02;UDSlbS13;-28878,5715;27800,7835;4015,2523
Story02;UDSlbS13;-31101,99;31290,6519;6213,5679
Story02;UDSlbS13;-29362,546;13523,6202;-3852,582
Story02;UDSlbS13;-31585,9645;11322,9497;-4632,7479
Story02;UDSlbS14;-29330,4613;13970,4291;-3123,8145
Story02;UDSlbS14;-31553,8798;12028,3461;-3996,605
Story02;UDSlbS14;-29814,4358;-306,7342;-10991,6487
Story02;UDSlbS14;-32037,8543;-7939,3561;-14842,9208
Story02;UDSlbS15;-21270,2187;24236,74;4919,6
Story02;UDSlbS15;-22917,1954;28263,632;7332,1877
Story02;UDSlbS15;-21754,1932;9959,5767;-2948,2343
Story02;UDSlbS15;-23401,1699;8295,9298;-3514,1281
Story02;UDSlbS16;-21722,1085;10406,3857;-2219,4668
Story02;UDSlbS16;-23369,0852;9001,3263;-2877,9852
Story02;UDSlbS16;-22206,083;-3870,7776;-10087,3011
Story02;UDSlbS16;-23853,0597;-10966,3759;-13724,301
Story02;UDSlbS17;-21270,2187;24236,74;4919,6
Story02;UDSlbS17;-22917,1954;28263,632;7332,1877
Story02;UDSlbS17;-21754,1932;9959,5767;-2948,2343
Story02;UDSlbS17;-23401,1699;8295,9298;-3514,1281
Story02;UDSlbS18;-21722,1085;10406,3857;-2219,4668
Story02;UDSlbS18;-23369,0852;9001,3263;-2877,9852
Story02;UDSlbS18;-22206,083;-3870,7776;-10087,3011
Story02;UDSlbS18;-23853,0597;-10966,3759;-13724,301
Story02;SLS_1;-22482,8893;20401,7709;2357,489
Story02;SLS_1;-24129,866;22291,7794;3728,884
Story02;SLS_1;-22805,539;10883,6621;-2887,7339
Story02;SLS_1;-24452,5156;8979,978;-3501,9932
Story02;SLS_2;-22784,1492;11181,5347;-2401,8889
Story02;SLS_2;-24431,1259;9450,2423;-3077,8979
Story02;SLS_2;-23106,7988;1663,4259;-7647,1117
Story02;SLS_2;-24753,7755;-3861,5592;-10308,7751
Story02;SLS_3;-22482,8893;20401,7709;2357,489
Story02;SLS_3;-24129,866;22291,7794;3728,884
Story02;SLS_3;-22805,539;10883,6621;-2887,7339
Story02;SLS_3;-24452,5156;8979,978;-3501,9932
Story02;SLS_4;-22784,1492;11181,5347;-2401,8889
Story02;SLS_4;-24431,1259;9450,2423;-3077,8979
Story02;SLS_4;-23106,7988;1663,4259;-7647,1117
Story02;SLS_4;-24753,7755;-3861,5592;-10308,7751
Story01;Dead;-22303,5081;12455,8929;-2333,1129
Story01;Dead;-24465,165;23301,131;-4777,1579
Story01;Live;-4236,3857;3894,5202;-413,5083
Story01;Live;-4236,3857;4866,3991;-938,2705
Story01;SDL;-3530,3214;3245,4335;-344,5903
Story01;SDL;-3530,3214;4055,3326;-781,8921
Story01;CL;-269,3267;51,5925;-435,433
Story01;CL;-269,3267;677,5074;-419,3437
Story01;WL_0;-21,6337;-102,9656;4952,1082
Story01;WL_0;-21,6337;-221,8653;8230,046
Story01;WL_0;704,8891;8802,7542;255,209
Story01;WL_0;704,8891;13589,5817;-19,2
Story01;WL_90;-21,6337;-102,9656;4952,1082
Story01;WL_90;-21,6337;-221,8653;8230,046
Story01;WL_90;704,8891;8802,7542;255,209
Story01;WL_90;704,8891;13589,5817;-19,2
Story01;UDConS1;-35239,261;21266,4405;-4202,7339
Story01;UDConS1;-38157,4978;37845,8608;-8070,8315
Story01;UDConS2;-41593,8395;27108,2208;-4822,9964
Story01;UDConS2;-44512,0763;45145,4594;-9478,2372
Story01;UDConS3;-40959,4393;35030,6996;-366,099
Story01;UDConS3;-43877,6761;57376,083;-2071,1958
Story01;UDConS3;-41613,3098;27015,5517;-4593,3083
Story01;UDConS3;-44531,5466;44945,7807;-9495,5172
Story01;UDConS4;-41574,3692;27200,8899;-5052,6845
Story01;UDConS4;-44492,606;45345,1382;-9460,9572
Story01;UDConS4;-42228,2397;19185,742;-9279,8938
Story01;UDConS4;-45146,4765;32914,8359;-16885,2786
Story01;UDConS5;-40959,4393;35030,6996;-366,099
Story01;UDConS5;-43877,6761;57376,083;-2071,1958
Story01;UDConS5;-41613,3098;27015,5517;-4593,3083
Story01;UDConS5;-44531,5466;44945,7807;-9495,5172
Story01;UDConS6;-41574,3692;27200,8899;-5052,6845
Story01;UDConS6;-44492,606;45345,1382;-9460,9572
Story01;UDConS6;-42228,2397;19185,742;-9279,8938
Story01;UDConS6;-45146,4765;32914,8359;-16885,2786
Story01;UDConS7;-38630,1323;38559,818;2791,2447
Story01;UDConS7;-41548,3691;63339,9524;3289,0535
Story01;UDConS7;-39719,9165;25201,2382;-4254,1041
Story01;UDConS7;-42638,1533;42622,782;-9084,8155
Story01;UDConS8;-39655,0154;25510,1352;-5019,7312
Story01;UDConS8;-42573,2522;43288,3778;-9027,2155
Story01;UDConS8;-40744,7996;12151,5554;-12065,08
Story01;UDConS8;-43663,0364;22571,2073;-21401,0844
Story01;UDConS9;-38630,1323;38559,818;2791,2447
Story01;UDConS9;-41548,3691;63339,9524;3289,0535
Story01;UDConS9;-39719,9165;25201,2382;-4254,1041
Story01;UDConS9;-42638,1533;42622,782;-9084,8155
Story01;UDConS10;-39655,0154;25510,1352;-5019,7312
Story01;UDConS10;-42573,2522;43288,3778;-9027,2155
Story01;UDConS10;-40744,7996;12151,5554;-12065,08
Story01;UDConS10;-43663,0364;22571,2073;-21401,0844
Story01;UDConS11;-34181,9273;34470,5718;3225,4284
Story01;UDConS11;-37100,1641;58230,2334;4274,2375
Story01;UDConS11;-35271,7115;21111,992;-3819,9204
Story01;UDConS11;-38189,9483;37513,0629;-8099,6315
Story01;UDConS12;-35206,8104;21420,889;-4585,5475
Story01;UDConS12;-38125,0472;38178,6587;-8042,0315
Story01;UDConS12;-36296,5946;8062,3092;-11630,8963
Story01;UDConS12;-39214,8314;17461,4883;-20415,9005
Story01;UDConS13;-34181,9273;34470,5718;3225,4284
Story01;UDConS13;-37100,1641;58230,2334;4274,2375
Story01;UDConS13;-35271,7115;21111,992;-3819,9204
Story01;UDConS13;-38189,9483;37513,0629;-8099,6315
Story01;UDConS14;-35206,8104;21420,889;-4585,5475
Story01;UDConS14;-38125,0472;38178,6587;-8042,0315
Story01;UDConS14;-36296,5946;8062,3092;-11630,8963
Story01;UDConS14;-39214,8314;17461,4883;-20415,9005
Story01;UDConS15;-25045,8226;28957,0502;4315,0261
Story01;UDConS15;-27207,4795;48418,3435;6366,6753
Story01;UDConS15;-26135,6068;15598,4704;-2730,3227
Story01;UDConS15;-28297,2637;27701,1731;-6007,1937
Story01;UDConS16;-26070,7057;15907,3674;-3495,9498
Story01;UDConS16;-28232,3626;28366,7689;-5949,5937
Story01;UDConS16;-27160,4899;2548,7876;-10541,2986
Story01;UDConS16;-29322,1468;7649,5984;-18323,4627
Story01;UDConS17;-25045,8226;28957,0502;4315,0261
Story01;UDConS17;-27207,4795;48418,3435;6366,6753
Story01;UDConS17;-26135,6068;15598,4704;-2730,3227
Story01;UDConS17;-28297,2637;27701,1731;-6007,1937
Story01;UDConS18;-26070,7057;15907,3674;-3495,9498
Story01;UDConS18;-28232,3626;28366,7689;-5949,5937
Story01;UDConS18;-27160,4899;2548,7876;-10541,2986
Story01;UDConS18;-29322,1468;7649,5984;-18323,4627
Story01;UDSlbS1;-35239,261;21266,4405;-4202,7339
Story01;UDSlbS1;-38157,4978;37845,8608;-8070,8315
Story01;UDSlbS2;-41593,8395;27108,2208;-4822,9964
Story01;UDSlbS2;-44512,0763;45145,4594;-9478,2372
Story01;UDSlbS3;-40959,4393;35030,6996;-366,099
Story01;UDSlbS3;-43877,6761;57376,083;-2071,1958
Story01;UDSlbS3;-41613,3098;27015,5517;-4593,3083
Story01;UDSlbS3;-44531,5466;44945,7807;-9495,5172
Story01;UDSlbS4;-41574,3692;27200,8899;-5052,6845
Story01;UDSlbS4;-44492,606;45345,1382;-9460,9572
Story01;UDSlbS4;-42228,2397;19185,742;-9279,8938
Story01;UDSlbS4;-45146,4765;32914,8359;-16885,2786
Story01;UDSlbS5;-40959,4393;35030,6996;-366,099
Story01;UDSlbS5;-43877,6761;57376,083;-2071,1958
Story01;UDSlbS5;-41613,3098;27015,5517;-4593,3083
Story01;UDSlbS5;-44531,5466;44945,7807;-9495,5172
Story01;UDSlbS6;-41574,3692;27200,8899;-5052,6845
Story01;UDSlbS6;-44492,606;45345,1382;-9460,9572
Story01;UDSlbS6;-42228,2397;19185,742;-9279,8938
Story01;UDSlbS6;-45146,4765;32914,8359;-16885,2786
Story01;UDSlbS7;-38630,1323;38559,818;2791,2447
Story01;UDSlbS7;-41548,3691;63339,9524;3289,0535
Story01;UDSlbS7;-39719,9165;25201,2382;-4254,1041
Story01;UDSlbS7;-42638,1533;42622,782;-9084,8155
Story01;UDSlbS8;-39655,0154;25510,1352;-5019,7312
Story01;UDSlbS8;-42573,2522;43288,3778;-9027,2155
Story01;UDSlbS8;-40744,7996;12151,5554;-12065,08
Story01;UDSlbS8;-43663,0364;22571,2073;-21401,0844
Story01;UDSlbS9;-38630,1323;38559,818;2791,2447
Story01;UDSlbS9;-41548,3691;63339,9524;3289,0535
Story01;UDSlbS9;-39719,9165;25201,2382;-4254,1041
Story01;UDSlbS9;-42638,1533;42622,782;-9084,8155
Story01;UDSlbS10;-39655,0154;25510,1352;-5019,7312
Story01;UDSlbS10;-42573,2522;43288,3778;-9027,2155
Story01;UDSlbS10;-40744,7996;12151,5554;-12065,08
Story01;UDSlbS10;-43663,0364;22571,2073;-21401,0844
Story01;UDSlbS11;-34181,9273;34470,5718;3225,4284
Story01;UDSlbS11;-37100,1641;58230,2334;4274,2375
Story01;UDSlbS11;-35271,7115;21111,992;-3819,9204
Story01;UDSlbS11;-38189,9483;37513,0629;-8099,6315
Story01;UDSlbS12;-35206,8104;21420,889;-4585,5475
Story01;UDSlbS12;-38125,0472;38178,6587;-8042,0315
Story01;UDSlbS12;-36296,5946;8062,3092;-11630,8963
Story01;UDSlbS12;-39214,8314;17461,4883;-20415,9005
Story01;UDSlbS13;-34181,9273;34470,5718;3225,4284
Story01;UDSlbS13;-37100,1641;58230,2334;4274,2375
Story01;UDSlbS13;-35271,7115;21111,992;-3819,9204
Story01;UDSlbS13;-38189,9483;37513,0629;-8099,6315
Story01;UDSlbS14;-35206,8104;21420,889;-4585,5475
Story01;UDSlbS14;-38125,0472;38178,6587;-8042,0315
Story01;UDSlbS14;-36296,5946;8062,3092;-11630,8963
Story01;UDSlbS14;-39214,8314;17461,4883;-20415,9005
Story01;UDSlbS15;-25045,8226;28957,0502;4315,0261
Story01;UDSlbS15;-27207,4795;48418,3435;6366,6753
Story01;UDSlbS15;-26135,6068;15598,4704;-2730,3227
Story01;UDSlbS15;-28297,2637;27701,1731;-6007,1937
Story01;UDSlbS16;-26070,7057;15907,3674;-3495,9498
Story01;UDSlbS16;-28232,3626;28366,7689;-5949,5937
Story01;UDSlbS16;-27160,4899;2548,7876;-10541,2986
Story01;UDSlbS16;-29322,1468;7649,5984;-18323,4627
Story01;UDSlbS17;-25045,8226;28957,0502;4315,0261
Story01;UDSlbS17;-27207,4795;48418,3435;6366,6753
Story01;UDSlbS17;-26135,6068;15598,4704;-2730,3227
Story01;UDSlbS17;-28297,2637;27701,1731;-6007,1937
Story01;UDSlbS18;-26070,7057;15907,3674;-3495,9498
Story01;UDSlbS18;-28232,3626;28366,7689;-5949,5937
Story01;UDSlbS18;-27160,4899;2548,7876;-10541,2986
Story01;UDSlbS18;-29322,1468;7649,5984;-18323,4627
Story01;SLS_1;-26669,1829;25724,0292;1714,9195
Story01;SLS_1;-28830,8398;43083,4724;1970,1711
